Outlet_ID,Cuisine_Type,Location_Type,Average_Daily_Customers,Average_Bill_Value,Delivery_Order_Percentage,Seating_Capacity,Employee_Count,Promotion_Spend,Customer_Rating,Monthly_Revenue
317,Fast Food,Standalone,94.8,499.25,99.72,116.5,10,91746.07,4.92,198047.72
318,Continental,Mall,469.8,370.87,49.63,131.6,33,34202.95,1.03,250892.84
319,Italian,High Street,357.0,773.75,24.89,45.1,17,60329.37,2.07,255699.35
320,Chinese,Food Court,81.9,176.33,65.15,81.0,22,96377.91,4.9,132421.37
321,Italian,Standalone,108.1,1348.61,17.09,61.4,21,95658.76,2.46,317072.41
322,South Indian,Standalone,68.7,276.4,91.35,119.7,16,14868.89,2.96,104898.68
323,Italian,Mall,310.9,1499.66,53.44,134.2,22,87692.1,2.31,388341.79
324,North Indian,High Street,338.2,797.35,72.84,17.0,10,60236.42,4.51,283557.4
325,North Indian,Standalone,443.8,786.79,11.29,81.0,10,32058.73,4.67,300516.33
326,Chinese,High Street,439.8,835.75,71.41,133.8,13,57859.85,3.13,319763.42
327,Chinese,Airport,401.4,970.61,49.92,27.2,36,10433.51,3.63,292822.55
328,South Indian,Standalone,259.8,971.27,10.79,103.4,24,94720.31,2.48,312137.06
329,South Indian,High Street,173.8,1116.8,32.14,148.8,26,72285.42,3.17,309307.77
330,Continental,Airport,192.2,1273.52,87.74,81.0,29,4067.2,3.85,301287.28
331,Italian,Mall,71.6,152.45,35.29,90.2,25,5944.21,2.88,75646.42
332,Italian,Mall,222.5,1481.19,64.63,92.4,37,48439.69,2.24,336304.65
333,South Indian,Standalone,386.0,965.58,10.33,145.9,26,95332.22,3.42,329790.08
334,Fast Food,Standalone,354.7,432.87,34.36,105.4,29,9801.54,4.1,212634.69
335,Chinese,Airport,57.5,709.49,29.24,32.1,7,88932.78,3.91,189184.09
336,Chinese,Standalone,197.8,714.18,29.96,97.6,3,58253.28,1.4,224176.91
337,Fast Food,Mall,195.4,1049.81,55.5,70.8,22,75703.21,4.91,296250.99
338,Chinese,High Street,370.8,1043.54,14.7,87.9,15,43075.03,1.01,286483.83
339,Fast Food,Food Court,135.7,1287.98,38.61,54.6,27,25434.91,4.23,286439.14
340,South Indian,Airport,337.3,900.2,44.7,90.8,28,74730.23,4.37,297542.43
341,North Indian,Airport,372.8,212.69,75.01,23.3,33,72693.23,3.12,208671.03
342,Fast Food,Mall,183.0,703.9,79.52,69.2,34,51417.05,1.94,223583.88
343,Continental,Food Court,229.8,811.51,75.88,14.8,16,70274.44,1.27,265628.69
344,Fast Food,Standalone,376.8,1170.61,22.47,118.2,37,42415.97,2.96,382378.7
345,Chinese,Mall,111.7,1490.01,41.03,142.3,38,71503.18,2.96,338235.67
346,Chinese,Food Court,437.4,387.65,60.69,75.5,40,16921.59,4.13,233948.48
347,Continental,Mall,439.2,378.42,61.75,54.4,16,37466.13,4.65,243786.17
348,Chinese,Food Court,355.5,1209.12,37.69,81.0,14,13279.67,1.68,325856.67
349,Chinese,High Street,437.3,1394.77,62.52,34.4,28,45218.81,3.08,387404.64
350,South Indian,Airport,192.8,698.25,1.56,93.9,11,70988.27,3.46,234040.53
351,Fast Food,Mall,243.0,1166.29,4.6,25.8,7,58404.3,4.59,294162.26
352,Italian,Mall,332.8,517.2,49.92,48.7,33,29556.77,3.77,228069.94
353,North Indian,Standalone,150.8,862.12,5.22,148.0,8,25971.11,3.76,219028.76
354,Italian,Food Court,472.0,1024.56,62.34,121.6,21,18174.76,1.82,342627.07
355,South Indian,Standalone,445.0,1045.73,4.83,36.5,3,13475.59,4.1,318849.98
356,Chinese,High Street,387.2,274.9,52.38,81.0,35,34782.78,4.69,205898.78
357,Chinese,Mall,353.5,832.23,11.21,43.5,21,70568.76,1.71,276633.87
358,South Indian,High Street,63.1,968.62,9.84,70.8,27,94511.75,4.09,224650.94
359,Italian,Airport,139.9,597.74,39.88,34.5,36,24948.36,4.42,177089.94
360,Continental,Airport,377.1,858.08,39.77,124.7,8,77964.82,4.15,321621.78
361,North Indian,Food Court,148.0,325.54,49.86,142.7,20,42989.19,1.17,148836.82
362,Chinese,Food Court,112.1,1220.13,13.21,20.8,8,46827.09,4.8,274787.95
363,Chinese,High Street,98.2,306.07,83.21,10.2,15,36147.51,1.42,117670.46
364,Italian,Food Court,91.5,264.94,11.36,95.8,31,70753.68,1.61,128820.48
365,Fast Food,Airport,350.3,538.19,83.57,14.7,7,52595.71,1.49,222501.6
366,Fast Food,High Street,191.1,1470.9,94.01,81.0,20,32387.2,2.32,325871.65
367,Continental,Mall,401.7,1098.14,77.52,140.4,20,85575.8,1.91,378926.76
368,North Indian,Airport,54.7,323.81,67.86,49.8,15,4908.87,4.94,103687.11
369,North Indian,Airport,144.1,361.18,13.11,44.6,39,4308.1,2.96,121093.57
370,Italian,Mall,496.8,198.46,20.84,98.6,22,36671.65,4.38,224926.21
371,South Indian,Mall,61.6,163.2,17.83,108.0,27,98771.59,3.25,114132.18
372,Fast Food,Standalone,346.0,552.76,17.19,33.1,36,83559.4,1.72,244996.59
373,Italian,Mall,349.4,1057.17,51.74,16.0,7,84829.43,4.79,338432.12
374,Chinese,Food Court,347.0,802.07,84.75,69.5,14,49247.06,4.53,292663.79
375,Chinese,Airport,236.2,1169.33,64.14,26.1,23,7120.01,4.59,284595.64
376,North Indian,Food Court,308.2,170.92,95.85,139.9,34,42549.14,2.24,185848.49
377,Italian,Food Court,396.7,155.54,9.85,79.5,24,69674.1,3.86,200884.57
378,Chinese,Standalone,184.8,835.75,82.58,97.6,8,90041.16,3.37,255591.79
379,Chinese,Mall,143.1,1158.88,24.28,112.1,28,76486.2,3.26,293797.15
380,Fast Food,High Street,150.4,1257.37,39.18,63.4,38,35657.3,3.35,286159.74
381,South Indian,Airport,106.1,861.13,60.39,30.4,16,98336.76,2.08,237163.12
382,Chinese,Airport,445.4,737.56,83.28,85.9,7,81896.34,2.74,310336.24
383,North Indian,Mall,58.3,1399.54,93.34,52.8,26,52423.4,3.88,265082.74
384,Continental,Standalone,371.9,553.04,71.9,124.9,37,61491.72,1.67,278542.66
385,Chinese,Airport,202.1,452.77,24.3,97.4,37,2099.41,1.25,152607.24
386,South Indian,Standalone,325.0,883.78,10.68,139.9,35,22244.62,2.0,259330.82
387,Continental,Food Court,267.6,293.22,17.42,98.8,20,9358.91,2.52,156111.86
388,Fast Food,Standalone,380.1,935.23,16.55,48.9,13,68017.74,2.79,301337.5
389,Continental,Standalone,274.6,1259.23,86.76,25.8,39,67538.79,2.15,355190.4
390,South Indian,High Street,69.2,1054.46,30.54,75.6,24,59677.66,1.95,238949.64
391,Italian,High Street,94.4,1420.64,60.93,113.5,16,16275.29,4.23,295272.23
392,Fast Food,Airport,273.9,1236.27,44.0,60.3,14,48019.01,2.96,299365.47
393,North Indian,Food Court,168.1,688.8,42.33,65.3,32,63335.13,1.9,221842.89
394,South Indian,Airport,86.9,546.85,21.69,66.1,36,71622.28,1.95,169751.98
395,Chinese,Mall,380.3,1038.84,55.92,59.7,6,90554.17,1.63,332524.0
396,North Indian,Airport,97.6,1196.36,33.92,71.1,16,49247.06,4.32,261703.2
397,Italian,Standalone,377.4,256.19,15.59,27.7,17,65017.92,1.34,180472.48
398,North Indian,Standalone,468.8,1216.47,84.1,81.0,38,19734.14,3.59,380483.08
399,South Indian,High Street,447.6,795.68,49.92,31.6,7,81033.25,2.54,299566.29
400,Continental,Standalone,85.2,592.33,4.51,28.0,36,71940.45,2.12,157116.26
401,Continental,Mall,378.6,875.87,71.42,36.3,12,44328.12,3.02,279724.41
402,South Indian,Standalone,289.5,519.96,27.91,147.3,13,73148.71,1.11,239347.82
403,Continental,Airport,468.9,835.75,38.94,81.0,13,40825.18,2.96,303641.8
404,Italian,High Street,413.5,1432.27,3.31,57.5,22,49597.75,4.59,412240.55
405,Chinese,Mall,290.4,194.99,0.8,77.0,39,62625.61,1.58,165165.88
406,Italian,Standalone,432.3,835.75,36.45,41.1,19,65761.69,1.46,281890.38
407,Continental,Food Court,280.5,1237.57,35.24,138.9,19,72670.01,3.66,324821.76
408,Italian,High Street,426.4,1354.28,54.64,111.5,32,52334.85,1.84,405587.76
409,Fast Food,Airport,394.6,1009.71,66.01,15.1,21,22136.86,4.64,307820.86
410,South Indian,High Street,103.2,258.96,91.64,35.0,18,21742.3,4.77,114509.51
411,Chinese,Mall,159.0,1089.44,51.01,96.7,22,11809.68,2.95,249738.52
412,South Indian,Standalone,63.5,590.24,56.04,119.6,10,80809.9,2.96,183994.43
413,North Indian,High Street,393.1,307.07,86.97,140.2,6,98155.44,1.65,262934.44
414,Fast Food,High Street,112.3,1117.21,95.32,74.1,23,33117.64,4.03,273618.59
415,Italian,Mall,205.2,1001.25,77.05,62.9,24,25961.41,1.26,251037.46
416,North Indian,Standalone,102.4,640.49,36.91,113.6,33,21403.97,3.02,161715.54
417,North Indian,Airport,471.9,835.75,39.72,81.0,23,80678.17,3.29,330668.43
418,Continental,Food Court,293.5,698.67,70.08,24.3,35,57480.52,2.96,255112.36
419,South Indian,Mall,344.0,151.71,34.99,96.9,6,87063.23,2.79,185163.38
420,Continental,High Street,394.3,806.16,82.78,50.5,22,45588.94,3.69,283710.44
421,Italian,Mall,61.1,1447.8,46.93,68.1,21,49058.39,4.4,294848.87
422,Continental,Airport,483.0,1375.63,1.01,48.7,18,88485.89,3.59,411321.01
423,Continental,Airport,72.3,276.98,81.84,102.3,17,90472.76,3.25,145973.58
424,Continental,Mall,352.6,364.16,15.59,81.0,8,49247.06,4.19,200374.04
425,Italian,High Street,334.9,1147.58,92.57,108.7,6,95025.12,3.63,355692.21
426,Fast Food,Airport,267.6,1079.67,95.02,37.9,27,22808.78,2.93,278088.69
427,Italian,Mall,267.6,1055.1,59.02,128.1,4,20228.08,1.54,286940.29
428,North Indian,Mall,204.3,830.97,92.99,85.7,27,53942.47,4.22,267884.36
429,South Indian,Mall,300.0,1461.55,17.99,52.8,10,84974.07,4.35,346387.87
430,South Indian,High Street,437.0,971.78,54.65,80.8,21,81736.24,4.25,339958.67
431,Fast Food,Airport,453.1,1074.76,23.68,118.1,34,95064.56,1.56,354507.5
432,South Indian,Mall,177.3,1499.8,1.19,18.8,40,98994.56,2.02,333706.86
433,Italian,Airport,137.4,469.05,39.8,108.1,36,48201.49,1.75,166358.12
434,Italian,Airport,184.3,441.34,6.12,99.4,16,65623.34,3.51,168293.95
435,Continental,Mall,111.4,965.05,64.27,12.7,31,33537.43,2.22,214797.98
436,North Indian,Food Court,288.5,1385.36,91.16,146.6,16,63075.35,3.16,352791.66
437,North Indian,Airport,357.5,693.66,5.97,18.0,23,27902.02,3.96,243491.2
438,Italian,Standalone,295.7,164.58,16.52,69.4,5,27805.36,2.68,144617.88
439,Continental,Standalone,310.2,876.49,74.43,130.0,34,47361.93,1.5,278441.38
440,Fast Food,Mall,195.9,1001.9,42.28,68.0,21,26745.54,3.47,251271.14
441,South Indian,Mall,497.3,1083.26,71.56,86.5,35,70062.44,3.83,379392.19
442,North Indian,Mall,260.6,546.02,50.22,132.1,28,95754.26,2.57,240066.38
443,Continental,Standalone,97.4,494.5,16.29,63.1,13,56185.47,2.32,158289.11
444,Italian,Food Court,294.2,591.03,85.12,54.3,38,98954.98,1.36,274158.57
445,North Indian,Mall,437.9,1456.76,26.06,57.1,26,17033.16,4.46,361614.39
446,Continental,Airport,162.3,403.16,76.07,144.8,20,16988.16,2.8,164366.71
447,Continental,Food Court,435.0,1409.99,7.96,55.3,25,38649.01,3.74,397592.96
448,Chinese,Airport,454.5,905.62,55.69,63.3,29,3031.66,3.7,290000.47
449,Continental,Standalone,497.6,532.79,84.32,131.1,20,23485.87,2.96,290494.77
450,Fast Food,Airport,331.4,575.19,80.9,120.0,31,71701.5,1.06,272243.38
451,Fast Food,Airport,488.8,390.14,62.51,133.1,9,77789.01,2.53,263007.09
452,Italian,Airport,148.9,786.67,49.46,31.0,31,94513.76,1.01,223900.28
453,North Indian,Standalone,270.2,393.89,28.33,16.6,27,47941.15,2.42,190198.29
454,North Indian,Airport,143.2,323.58,57.33,113.2,18,43708.91,1.5,145514.26
455,Italian,Mall,51.2,278.3,37.64,55.5,37,48940.16,2.87,111591.52
456,Continental,Standalone,86.5,378.32,93.1,11.3,34,88544.08,1.32,160002.73
457,South Indian,Food Court,420.0,613.28,13.09,129.0,23,90315.25,2.85,293543.8
458,South Indian,High Street,111.8,1368.42,21.79,47.1,27,37744.73,3.05,264990.91
459,Chinese,Airport,416.8,631.24,3.11,146.3,4,40186.95,4.7,274125.55
460,Chinese,High Street,255.8,905.72,78.63,102.7,9,32314.12,2.47,271860.0
461,Italian,Food Court,160.9,272.68,91.45,65.6,15,45944.15,2.12,143908.16
462,South Indian,Airport,475.4,980.37,91.27,24.1,10,81361.15,3.01,358868.16
463,South Indian,Mall,267.6,982.22,77.66,29.7,25,29843.49,1.4,251510.52
464,Fast Food,Mall,415.4,1497.62,78.79,14.1,35,13690.14,4.76,399935.98
465,Fast Food,Mall,124.4,1080.15,74.46,31.4,23,13845.39,4.68,246151.32
466,North Indian,Food Court,267.6,1377.46,78.32,48.1,4,1435.13,3.09,314535.35
467,Continental,Mall,296.4,1347.37,96.54,79.3,8,84060.06,1.17,379275.55
468,Continental,Food Court,402.9,825.39,73.41,103.6,38,78473.24,2.24,317826.35
469,North Indian,Mall,96.6,501.08,91.18,11.1,13,91553.74,3.07,182132.04
470,Italian,Mall,312.4,403.82,2.05,141.0,24,6548.14,2.55,173975.5
471,Continental,High Street,242.7,1492.7,65.98,114.4,34,4451.89,3.96,339754.77
472,South Indian,Mall,345.4,258.02,36.81,81.0,20,94160.1,3.06,214124.84
473,Italian,Airport,426.9,535.89,71.92,74.2,21,14200.18,4.59,253538.45
474,North Indian,High Street,406.2,694.54,74.18,21.8,20,1148.18,3.02,250170.59
475,North Indian,High Street,135.1,1345.51,17.04,93.0,26,58186.04,4.05,297164.62
476,South Indian,Airport,94.7,988.11,1.34,115.2,31,50960.19,1.58,234063.43
477,North Indian,Mall,75.8,799.6,19.28,65.5,23,97392.39,2.54,209689.3
478,South Indian,Food Court,489.6,1328.97,3.03,114.7,37,70231.45,3.8,383192.25
479,Italian,Airport,454.2,971.88,44.25,81.0,38,73976.78,3.35,382610.55
480,Fast Food,High Street,64.2,1389.31,3.26,96.6,11,75154.63,3.64,301538.46
481,Chinese,Standalone,50.4,835.75,43.92,66.2,28,96179.07,2.95,204940.3
482,Fast Food,High Street,93.0,340.5,16.41,30.1,24,24436.55,1.49,109689.95
483,Italian,Food Court,405.1,835.75,59.79,47.9,40,63018.64,2.57,304189.0
484,Fast Food,Airport,76.6,1179.84,31.21,66.3,11,97815.31,2.96,273437.36
485,Fast Food,Mall,273.8,986.12,46.18,88.6,38,14135.74,2.96,273961.32
486,Fast Food,Food Court,439.4,1276.05,88.89,120.5,29,16197.53,2.95,370090.72
487,North Indian,Airport,114.6,841.99,43.44,121.3,29,92154.09,1.4,231867.03
488,Fast Food,Mall,238.2,1309.3,58.34,82.3,21,49247.06,4.23,318065.92
489,North Indian,Food Court,250.1,559.72,21.52,81.0,12,51009.83,4.8,200090.31
490,Continental,High Street,490.9,454.78,31.21,59.4,7,13707.44,4.62,235749.79
491,Fast Food,Mall,358.1,973.08,47.51,107.2,9,14264.34,3.4,289034.72
492,Chinese,Standalone,208.3,792.68,72.7,85.2,35,57871.79,1.89,238454.26
493,Continental,Standalone,321.3,1416.37,52.11,146.5,37,92071.31,2.18,403105.22
494,South Indian,Airport,265.0,168.25,52.76,41.6,29,54071.0,1.22,164017.02
495,North Indian,Mall,253.0,1277.11,9.42,19.0,3,62317.32,4.23,304520.17
496,Fast Food,Airport,246.5,315.55,0.88,33.2,14,24482.48,2.47,146750.55
497,South Indian,High Street,213.6,1200.76,64.37,112.5,23,60153.46,2.69,315970.1
498,South Indian,Standalone,68.9,690.04,84.09,23.3,30,29130.74,2.37,172663.26
499,North Indian,High Street,296.4,855.66,87.19,98.1,22,52912.35,4.79,287128.41
500,South Indian,Mall,289.1,1276.48,59.97,58.8,35,96129.8,2.07,370215.8
501,North Indian,Food Court,478.5,1436.87,80.05,96.0,28,99448.35,2.66,456206.0
502,Fast Food,Food Court,411.8,1234.1,46.98,34.3,8,57691.09,3.25,340741.69
503,South Indian,Food Court,363.5,319.58,1.95,104.6,7,37325.5,3.76,201927.73
504,North Indian,Standalone,477.5,1369.09,59.04,93.1,13,41361.68,4.8,419820.37
505,South Indian,Airport,340.0,465.91,43.6,142.4,21,30501.86,1.08,210253.23
506,North Indian,Food Court,407.4,785.96,28.68,74.2,16,20602.2,3.26,274436.87
507,Fast Food,Airport,280.9,1359.98,57.18,14.4,15,84564.31,1.83,362394.87
508,South Indian,Food Court,173.1,679.12,25.28,121.1,34,46818.1,2.67,206188.64
509,Continental,Food Court,379.8,248.74,26.83,42.1,21,81067.21,3.93,225745.67
510,South Indian,High Street,270.7,835.75,99.86,73.1,3,68822.8,4.14,306474.73
511,Italian,High Street,498.2,408.98,5.61,64.3,39,36333.28,4.32,246446.76
512,Chinese,Food Court,91.3,1115.84,45.99,133.6,36,41675.31,3.43,240562.68
513,Continental,Standalone,77.6,1339.36,43.17,100.4,17,26671.65,1.81,267967.26
514,North Indian,Food Court,268.0,705.3,79.08,78.6,23,67311.33,4.21,266495.78
515,North Indian,Standalone,221.9,1439.58,62.0,20.0,15,76510.14,4.0,344436.93
516,Continental,High Street,87.8,853.18,49.92,18.7,29,51019.23,1.7,211306.85
517,Fast Food,High Street,491.1,1360.24,26.06,10.5,9,2801.89,4.25,351202.4
518,Fast Food,High Street,144.9,298.69,88.17,89.7,23,79171.79,2.13,169739.92
519,North Indian,Mall,290.6,751.61,26.71,100.8,21,98931.62,1.22,264286.49
520,Italian,Mall,423.1,1199.4,0.68,17.2,25,49329.22,2.43,364020.63
521,Fast Food,Airport,64.3,913.56,75.28,49.5,17,88261.83,4.49,253192.83
522,South Indian,Food Court,86.9,1308.8,4.15,38.0,21,88411.2,3.65,275591.53
523,Fast Food,Food Court,367.5,522.5,39.27,48.7,35,77426.67,1.02,244042.4
524,Continental,Standalone,83.5,319.46,61.34,142.5,27,74327.83,4.55,158641.39
525,South Indian,Standalone,84.0,288.37,11.7,96.1,32,97923.31,4.09,142912.06
526,South Indian,Food Court,213.2,967.35,80.28,81.0,19,41384.87,2.63,263449.04
527,Italian,Food Court,63.7,963.6,18.43,103.4,38,62697.19,3.04,224822.97
528,Chinese,High Street,73.6,1499.28,21.51,108.7,4,6844.63,1.8,251771.44
529,Fast Food,Standalone,252.6,387.71,48.33,77.7,11,81862.74,2.96,200887.3
530,Continental,Standalone,108.8,1055.62,75.59,132.1,21,20469.28,4.85,236520.12
531,South Indian,Standalone,56.6,1409.24,15.94,13.4,34,20678.16,1.46,248844.22
532,Continental,High Street,365.4,1043.15,57.49,91.0,21,66447.7,4.75,358818.23
533,Fast Food,Airport,289.8,633.5,78.61,104.4,39,51166.32,4.58,236770.56
534,Continental,Mall,70.5,423.88,47.9,35.0,24,39349.27,3.48,134807.43
535,North Indian,High Street,403.8,292.83,74.67,11.7,6,64780.88,3.53,219307.08
536,Continental,Mall,332.8,918.85,18.76,110.3,5,12322.1,3.94,264078.14
537,Fast Food,High Street,201.2,770.98,22.11,97.1,40,30015.99,4.56,232596.7
538,Continental,Mall,129.2,704.59,32.67,98.6,16,68214.02,4.37,210157.64
539,South Indian,Airport,439.9,708.86,52.18,27.4,12,99448.35,2.93,316961.13
540,Continental,Airport,308.3,1088.52,12.83,61.2,13,16439.93,3.95,292777.63
541,Chinese,Food Court,94.3,821.88,93.45,68.0,16,99317.11,4.46,235743.77
542,Fast Food,Standalone,287.2,1282.5,5.56,65.2,26,61091.86,4.66,323957.06
543,Italian,High Street,176.6,918.79,57.53,46.0,7,60331.39,1.97,233652.62
544,North Indian,Airport,436.4,1359.12,47.68,89.8,11,19651.03,4.64,361709.71
545,South Indian,Standalone,399.6,273.19,42.27,122.6,35,64087.24,3.11,257143.66
546,South Indian,High Street,195.3,544.61,56.78,120.7,35,90970.97,1.45,231058.37
547,South Indian,High Street,499.6,1221.76,39.82,51.9,21,40812.51,3.84,363081.93
548,Chinese,Airport,178.7,1144.69,73.45,146.2,35,29893.61,1.58,265313.12
549,South Indian,Standalone,355.9,1135.49,96.85,134.9,4,57299.33,4.69,355777.99
550,Fast Food,Mall,439.8,963.3,29.56,136.3,5,83191.33,2.96,353316.83
551,Continental,Food Court,267.6,426.37,17.17,41.6,12,22932.12,3.29,176709.37
552,Fast Food,Airport,498.9,1135.68,49.92,93.2,39,49247.06,3.38,375896.28
553,Italian,Mall,473.7,1134.43,23.33,58.1,28,66451.34,3.98,369026.44
554,Chinese,Food Court,267.6,773.6,74.36,45.1,36,99448.35,4.43,287114.73
555,Italian,High Street,104.9,537.43,80.25,130.8,7,85252.3,4.38,195144.14
556,Fast Food,Food Court,84.4,263.9,45.96,99.6,38,1281.83,4.7,94845.13
557,North Indian,Airport,87.7,162.15,49.92,14.5,10,43727.68,4.43,94574.72
558,North Indian,Food Court,189.4,910.4,93.11,108.8,29,69345.08,2.29,262371.84
559,Chinese,Mall,342.6,1008.9,54.69,45.5,8,49247.06,1.29,301167.85
560,Chinese,Mall,489.7,1156.74,29.14,18.4,39,62649.31,4.4,425811.38
561,Italian,High Street,467.6,936.24,3.25,145.3,8,43097.55,3.26,331245.14
562,Italian,Food Court,78.4,610.48,40.8,104.3,27,25610.71,1.46,154480.02
563,Italian,Food Court,101.8,500.47,90.22,16.8,30,15273.24,2.1,149035.59
564,Fast Food,Standalone,493.6,1440.11,7.89,96.3,30,48143.12,1.84,416558.82
565,Continental,Mall,262.6,1285.81,96.44,46.4,6,59500.84,3.01,338025.21
566,Fast Food,High Street,110.0,730.57,34.62,112.2,30,57593.82,2.11,206351.1
567,Italian,Standalone,475.5,835.75,51.08,120.7,40,10039.59,2.72,334944.5
568,Continental,Mall,394.1,604.22,99.21,114.5,29,24761.74,4.98,257925.24
569,South Indian,Food Court,313.2,636.22,67.59,106.2,32,15804.23,2.35,239465.2
570,North Indian,Airport,354.5,579.91,90.21,82.7,4,10183.73,1.16,220250.72
571,North Indian,High Street,128.6,765.81,93.61,66.5,28,64327.4,1.5,225931.99
572,Chinese,High Street,456.4,1363.13,68.9,102.6,22,66619.51,3.09,393198.38
573,Continental,High Street,198.2,539.2,45.59,97.9,17,35042.26,2.62,183310.45
574,Continental,Airport,414.1,296.03,6.98,81.0,26,37779.93,3.09,207074.15
575,North Indian,High Street,51.7,981.94,30.46,86.5,28,64457.89,1.7,230322.9
576,Continental,Mall,105.6,808.85,2.41,44.6,32,39560.05,3.34,201067.08
577,Italian,Standalone,426.4,1052.48,87.78,74.7,17,56739.93,3.71,336460.24
578,Chinese,Mall,456.9,246.84,53.34,20.9,39,8022.86,2.96,207086.06
579,Italian,Mall,404.5,1328.32,54.67,109.0,25,88021.56,3.33,388062.55
580,Italian,High Street,424.7,461.49,81.11,125.0,14,97364.84,3.51,271964.76
581,North Indian,Airport,262.1,1200.23,56.27,22.8,13,5295.58,1.65,279003.49
582,South Indian,High Street,293.9,225.26,41.16,150.0,17,60071.36,1.12,178936.24
583,North Indian,Standalone,242.7,291.16,4.13,112.0,26,10996.48,3.29,161313.2
584,Chinese,Airport,229.7,835.75,49.92,34.8,39,88832.19,2.94,272023.07
585,Italian,Airport,322.6,295.6,30.34,33.9,30,51734.32,1.32,175617.65
586,Continental,High Street,238.0,1043.29,96.84,16.3,4,31532.54,3.56,267416.11
587,South Indian,Airport,91.6,1181.75,6.39,108.6,29,53461.27,2.98,265088.52
588,Italian,Food Court,235.1,801.89,87.38,123.6,8,52200.15,2.23,270437.05
589,Chinese,High Street,154.2,835.75,42.01,119.5,13,40680.23,3.87,211772.93
590,Chinese,Food Court,284.1,869.13,89.7,112.7,10,96485.99,2.58,282035.53
591,Fast Food,Mall,113.5,1062.81,10.13,109.8,23,40693.59,1.78,250614.94
592,Continental,Mall,250.4,733.09,56.08,61.1,32,29036.09,4.66,238155.33
593,North Indian,Standalone,424.8,1167.37,83.7,31.5,38,47953.64,2.34,350060.4
594,South Indian,Airport,419.4,821.07,7.19,89.8,21,33129.83,3.04,292963.14
595,Italian,Airport,410.9,437.41,37.01,17.3,6,49247.06,4.38,203471.28
596,South Indian,Food Court,106.0,588.15,96.92,37.5,7,61489.87,4.04,183755.92
597,Italian,Standalone,86.8,387.06,48.15,141.3,30,8347.61,1.1,123462.8
598,Fast Food,High Street,121.8,990.21,82.54,68.4,38,44750.03,3.56,255062.97
599,Fast Food,Mall,214.7,587.74,14.53,111.7,17,2549.14,4.75,175437.31
600,Fast Food,Airport,433.9,614.5,43.36,99.2,20,59243.95,2.83,281961.58
601,South Indian,Standalone,196.7,1448.55,14.08,69.5,5,80947.86,1.01,319615.01
602,Continental,High Street,249.1,243.56,58.67,13.1,7,41589.02,3.07,154382.36
